"","GeneinGenome","GenenotinGO","GennomeinGO","GenomenotinGO","Fisher","FDR"
"GO:0006357",8,297,401,17629,0.557669316165,1
"GO:0006366",9,296,509,17521,0.860771984975465,1
"GO:0006367",6,299,150,17880,0.0464562183039291,1
"GO:0006368",1,304,83,17947,1,1
"GO:0006369",1,304,62,17968,1,1
"GO:0006370",0,305,33,17997,1,1
"GO:0006378",0,305,28,18002,1,1
"GO:0006397",2,303,160,17870,1,1
"GO:0006399",0,305,2,18028,1,1
"GO:0006401",0,305,21,18009,1,1
"GO:0006403",0,305,2,18028,1,1
"GO:0006412",7,298,219,17811,0.106200612305584,1
"GO:0006417",2,303,51,17979,0.220363531237404,1
"GO:0006418",0,305,36,17994,1,1
"GO:0006457",4,301,164,17866,0.365195322418291,1
"GO:0006461",1,304,115,17915,1,1
"GO:0006464",1,304,92,17938,1,1
"GO:0006468",8,297,441,17589,0.850430147149865,1
"GO:0006471",0,305,17,18013,1,1
"GO:0006473",1,304,9,18021,0.154467925211502,1
"GO:0006479",0,305,19,18011,1,1
"GO:0006486",1,304,76,17954,1,1
"GO:0006497",0,305,10,18020,1,1
"GO:0006508",5,300,458,17572,0.458089962300161,1
"GO:0006520",1,304,30,18000,0.40574525777313,1
"GO:0006521",1,304,51,17979,0.582517835035394,1
"GO:0006605",1,304,34,17996,0.444377629675728,1
"GO:0006629",4,301,126,17904,0.171365375617351,1
"GO:0006631",0,305,48,17982,1,1
"GO:0006633",2,303,40,17990,0.154319733438615,1
"GO:0006635",3,302,40,17990,0.0344909304723261,1
"GO:0006636",0,305,15,18015,1,1
"GO:0006637",0,305,17,18013,1,1
"GO:0006644",0,305,48,17982,1,1
"GO:0006766",0,305,7,18023,1,1
"GO:0006778",0,305,2,18028,1,1
"GO:0006790",0,305,16,18014,1,1
"GO:0006796",0,305,17,18013,1,1
"GO:0006807",0,305,9,18021,1,1
"GO:0006809",0,305,13,18017,1,1
"GO:0006810",5,300,288,17742,0.818322564082648,1
"GO:0006811",3,302,104,17926,0.263320704059546,1
"GO:0006812",0,305,22,18008,1,1
"GO:0006817",0,305,7,18023,1,1
"GO:0006820",1,304,14,18016,0.222536352254563,1
"GO:0006839",0,305,13,18017,1,1
"GO:0006865",1,304,33,17997,0.434960824666342,1
"GO:0006869",2,303,68,17962,0.325083087168801,1
"GO:0006874",3,302,88,17942,0.193259837784744,1
"GO:0006886",3,302,205,17825,1,1
"GO:0006887",2,303,71,17959,0.343337856203407,1
"GO:0006897",3,302,130,17900,0.487829742364134,1
"GO:0006898",3,302,148,17882,0.741877424369851,1
"GO:0006907",0,305,4,18026,1,1
"GO:0006909",1,304,45,17985,0.538187200898568,1
"GO:0006928",2,303,85,17945,0.657559783358096,1
"GO:0006936",2,303,104,17926,0.6968356298002,1
"GO:0006950",0,305,57,17973,1,1
"GO:0006955",7,298,341,17689,0.525312648674239,1
"GO:0006956",0,305,51,17979,1,1
"GO:0006968",0,305,60,17970,0.628416158462364,1
"GO:0006996",0,305,14,18016,1,1
"GO:0007005",2,303,69,17961,0.331183904281536,1
"GO:0007010",4,301,155,17875,0.341431307741472,1
"GO:0007028",0,305,4,18026,1,1
"GO:0007041",0,305,12,18018,1,1
"GO:0007049",3,302,196,17834,1,1
"GO:0007059",1,304,64,17966,1,1
"GO:0007067",4,301,237,17793,1,1
"GO:0007126",0,305,24,18006,1,1
"GO:0007154",1,304,28,18002,0.385436574722364,1
"GO:0007155",8,297,409,17621,0.695488715087676,1
"GO:0007160",3,302,89,17941,0.1975009762603,1
"GO:0007165",16,289,1064,16966,0.713655147439208,1
"GO:0007166",5,300,266,17764,0.807858472003081,1
"GO:0007169",2,303,87,17943,0.661262646178256,1
"GO:0007178",0,305,12,18018,1,1
"GO:0007186",6,299,867,17163,0.019863317018728,1
"GO:0007249",1,304,59,17971,1,1
"GO:0007254",0,305,46,17984,1,1
"GO:0007259",1,304,30,18000,0.40574525777313,1
"GO:0007263",0,305,19,18011,1,1
"GO:0007267",4,301,248,17782,1,1
"GO:0007268",7,298,235,17795,0.127011916348834,1
"GO:0007269",1,304,50,17980,0.575435569040945,1
"GO:0007270",0,305,6,18024,1,1
"GO:0007274",0,305,26,18004,1,1
"GO:0007276",0,305,17,18013,1,1
"GO:0007283",4,301,369,17661,0.535963604225409,1
"GO:0007292",0,305,16,18014,1,1
"GO:0007379",0,305,7,18023,1,1
"GO:0007389",0,305,28,18002,1,1
"GO:0007398",0,305,13,18017,1,1
"GO:0007399",2,303,275,17755,0.33743628960799,1
"GO:0007492",0,305,20,18010,1,1
"GO:0007498",0,305,32,17998,1,1
"GO:0007507",4,301,170,17860,0.540301336023399,1
"GO:0007517",1,304,87,17943,1,1
"GO:0007530",0,305,6,18024,1,1
"GO:0007596",3,302,182,17848,1,1
"GO:0007600",1,304,12,18018,0.195990290530802,1
"GO:0007601",2,303,197,17833,0.77660583145177,1
"GO:0007605",4,301,132,17898,0.292497618282191,1
"GO:0007606",0,305,9,18021,1,1
"GO:0007608",1,304,154,17876,0.525816206654002,1
"GO:0007610",1,304,5,18025,0.0957617730781668,1
"GO:0007623",1,304,73,17957,1,1
"GO:0008009",1,304,48,17982,0.560909785261223,1
"GO:0008015",1,304,43,17987,0.522391453990107,1
"GO:0008017",1,304,204,17826,0.269810910343747,1
"GO:0008037",0,305,22,18008,1,1
"GO:0008047",2,303,47,17983,0.195978005744428,1
"GO:0008066",0,305,11,18019,1,1
"GO:0008081",0,305,8,18022,1,1
"GO:0008083",3,302,162,17868,0.756285114711395,1
"GO:0008092",1,304,48,17982,0.560909785261223,1
"GO:0008104",1,304,55,17975,0.609688654001082,1
"GO:0008105",0,305,4,18026,1,1
"GO:0008135",0,305,27,18003,1,1
"GO:0008143",0,305,12,18018,1,1
"GO:0008150",13,292,642,17388,0.531043108100363,1
"GO:0008152",3,302,42,17988,0.0387175403969448,1
"GO:0008168",0,305,49,17981,1,1
"GO:0008173",0,305,11,18019,1,1
"GO:0008191",1,304,15,18015,0.235479933726307,1
"GO:0008202",3,302,39,17991,0.0324726910449339,1
"GO:0008203",4,301,64,17966,0.0266249305432777,1
"GO:0008206",0,305,16,18014,1,1
"GO:0008219",0,305,37,17993,1,1
"GO:0008233",1,304,70,17960,1,1
"GO:0008234",1,304,29,18001,0.395675941307619,1
"GO:0008236",1,304,60,17970,1,1
"GO:0008237",0,305,59,17971,0.628428563887743,1
"GO:0008283",10,295,355,17675,0.140805770011155,1
"GO:0008289",3,302,135,17895,0.501645434604365,1
"GO:0008324",0,305,5,18025,1,1
"GO:0008380",2,303,155,17875,1,1
"GO:0008483",0,305,5,18025,1,1
"GO:0008643",0,305,18,18012,1,1
"GO:0008652",0,305,24,18006,1,1
"GO:0009008",0,305,4,18026,1,1
"GO:0009055",2,303,87,17943,0.661262646178256,1
"GO:0009056",0,305,7,18023,1,1
"GO:0009058",0,305,12,18018,1,1
"GO:0009063",0,305,2,18028,1,1
"GO:0009187",0,305,3,18027,1,1
"GO:0009299",1,304,5,18025,0.0957617730781668,1
"GO:0009566",0,305,37,17993,1,1
"GO:0009605",0,305,4,18026,1,1
"GO:0009607",0,305,11,18019,1,1
"GO:0009628",0,305,2,18028,1,1
"GO:0009636",1,304,82,17948,1,1
"GO:0009653",1,304,90,17940,1,1
"GO:0009790",1,304,38,17992,0.480506217435629,1
"GO:0009948",0,305,17,18013,1,1
"GO:0009950",0,305,12,18018,1,1
"GO:0009987",0,305,5,18025,1,1
"GO:0015031",8,297,363,17667,0.409476273073914,1
"GO:0015078",0,305,14,18016,1,1
"GO:0015171",3,302,42,17988,0.0387175403969448,1
"GO:0015276",0,305,34,17996,1,1
"GO:0015459",1,304,38,17992,0.480506217435629,1
"GO:0015464",0,305,16,18014,1,1
"GO:0015629",3,302,213,17817,1,1
"GO:0015926",0,305,1,18029,1,1
"GO:0015931",0,305,1,18029,1,1
"GO:0016020",36,269,1907,16123,0.510749644905569,1
"GO:0016021",57,248,3620,14410,0.613644859716188,1
"GO:0016023",5,300,134,17896,0.0827544512269913,1
"GO:0016032",8,297,292,17738,0.167414040476756,1
"GO:0016049",1,304,54,17976,0.603065846739347,1
"GO:0016070",0,305,8,18022,1,1
"GO:0016072",0,305,1,18029,1,1
"GO:0016079",0,305,16,18014,1,1
"GO:0016160",0,305,1,18029,1,1
"GO:0016192",0,305,97,17933,0.414668891587638,1
"GO:0016209",0,305,17,18013,1,1
"GO:0016247",0,305,8,18022,1,1
"GO:0016298",0,305,4,18026,1,1
"GO:0016301",1,304,75,17955,1,1
"GO:0016337",2,303,95,17935,0.677255405374744,1
"GO:0016407",1,304,11,18019,0.182380402563875,1
"GO:0016462",0,305,5,18025,1,1
"GO:0016491",1,304,90,17940,1,1
"GO:0016740",2,303,23,18007,0.0643825769469562,1
"GO:0016746",0,305,16,18014,1,1
