"","GeneinGenome","GenenotinGO","GennomeinGO","GenomenotinGO","Fisher","FDR"
"GO:0005739",1,35,1221,16809,0.514067534453617,1
"GO:0005743",0,36,412,17618,1,1
"GO:0005764",0,36,213,17817,1,1
"GO:0005768",1,35,212,17818,0.347785815221263,1
"GO:0005773",0,36,15,18015,1,1
"GO:0005777",0,36,97,17933,1,1
"GO:0005783",0,36,784,17246,0.40639469160057,1
"GO:0005794",0,36,798,17232,0.407844419709229,1
"GO:0005811",0,36,65,17965,1,1
"GO:0005815",1,35,135,17895,0.238371500249328,1
"GO:0005829",9,27,3254,14776,0.27854218174572,1
"GO:0005834",0,36,31,17999,1,1
"GO:0005840",0,36,55,17975,1,1
"GO:0005856",1,35,331,17699,0.487462986441757,1
"GO:0005874",0,36,287,17743,1,1
"GO:0005886",11,25,3988,14042,0.228959831150841,1
"GO:0005902",0,36,57,17973,1,1
"GO:0005905",0,36,55,17975,1,1
"GO:0005921",0,36,15,18015,1,1
"GO:0005923",0,36,111,17919,1,1
"GO:0005929",0,36,118,17912,1,1
"GO:0005975",0,36,123,17907,1,1
"GO:0005976",0,36,2,18028,1,1
"GO:0005977",0,36,26,18004,1,1
"GO:0005984",0,36,1,18029,1,1
"GO:0005996",0,36,1,18029,1,1
"GO:0006091",0,36,52,17978,1,1
"GO:0006094",0,36,44,17986,1,1
"GO:0006096",0,36,24,18006,1,1
"GO:0006098",0,36,11,18019,1,1
"GO:0006099",0,36,28,18002,1,1
"GO:0006119",0,36,12,18018,1,1
"GO:0006139",0,36,34,17996,1,1
"GO:0006144",0,36,5,18025,1,1
"GO:0006206",0,36,6,18024,1,1
"GO:0006259",0,36,22,18008,1,1
"GO:0006260",0,36,139,17891,1,1
"GO:0006281",1,35,196,17834,0.326388397244434,1
"GO:0006308",0,36,6,18024,1,1
"GO:0006310",0,36,69,17961,1,1
"GO:0006325",1,35,39,17991,0.0767669577386562,1
"GO:0006338",0,36,81,17949,1,1
"GO:0006351",6,30,1786,16244,0.164392601956028,1
"GO:0006357",0,36,401,17629,1,1
"GO:0006366",0,36,509,17521,0.62659865943901,1
"GO:0006367",2,34,150,17880,0.0367613722319482,1
"GO:0006368",0,36,83,17947,1,1
"GO:0006369",0,36,62,17968,1,1
"GO:0006370",0,36,33,17997,1,1
"GO:0006378",0,36,28,18002,1,1
"GO:0006397",0,36,160,17870,1,1
"GO:0006399",0,36,2,18028,1,1
"GO:0006401",0,36,21,18009,1,1
"GO:0006403",0,36,2,18028,1,1
"GO:0006412",0,36,219,17811,1,1
"GO:0006417",0,36,51,17979,1,1
"GO:0006418",0,36,36,17994,1,1
"GO:0006457",0,36,164,17866,1,1
"GO:0006461",2,34,115,17915,0.0226985402955674,1
"GO:0006464",0,36,92,17938,1,1
"GO:0006468",0,36,441,17589,1,1
"GO:0006471",0,36,17,18013,1,1
"GO:0006473",1,35,9,18021,0.0197540704846558,1
"GO:0006479",0,36,19,18011,1,1
"GO:0006486",0,36,76,17954,1,1
"GO:0006497",0,36,10,18020,1,1
"GO:0006508",0,36,458,17572,1,1
"GO:0006520",0,36,30,18000,1,1
