"","GeneinGenome","GenenotinGO","GennomeinGO","GenomenotinGO","Fisher","FDR"
"GO:0005576",89,220,4531,14091,0.0715586895170885,0.538792171961729
"GO:0005654",61,248,2946,15676,0.0706144342650841,0.538792171961729
"GO:0005737",191,118,10548,8074,0.0727251625043368,0.538792171961729
"GO:0006367",6,303,173,18449,0.0736551096501989,0.538792171961729
"GO:0032993",6,303,173,18449,0.0736551096501989,0.538792171961729
"GO:0003824",109,200,5700,12922,0.0816443107383485,0.581307492457041
"GO:0015031",39,270,1795,16827,0.0810021480956596,0.581307492457041
"GO:0007517",10,299,344,18278,0.0855333329384688,0.600984207751873
"GO:0003735",7,302,210,18412,0.0933933500454025,0.623461854223061
"GO:0004904",1,308,5,18617,0.0940361058266704,0.623461854223061
"GO:0005164",2,307,29,18593,0.0906423526619218,0.623461854223061
"GO:0005730",20,289,831,17791,0.0957011789588688,0.623461854223061
"GO:0006631",10,299,357,18265,0.0957375881016685,0.623461854223061
"GO:0009056",42,267,1950,16672,0.09149715228601,0.623461854223061
"GO:0005773",27,282,1184,17438,0.0994861728850633,0.636313284832989
"GO:0007268",15,294,588,18034,0.10009422458047,0.636313284832989
"GO:0008015",13,296,484,18138,0.101537857264956,0.637896656229254
"GO:0005515",162,147,8879,9743,0.10777744577743,0.669222744711022
"GO:0003674",280,29,16309,2313,0.116706599399476,0.700239596396853
"GO:0006955",33,276,1509,17113,0.114445157048645,0.700239596396853
"GO:0042626",4,305,110,18512,0.116507414867636,0.700239596396853
"GO:0006479",0,309,163,18459,0.118943826593386,0.705733371120756
"GO:0006635",3,306,71,18551,0.120443518614197,0.706778449889906
"GO:0007399",26,283,2099,16523,0.122468360001505,0.710848959139169
"GO:0005102",31,278,1439,17183,0.133390041260763,0.749792442455233
"GO:0006820",12,297,454,18168,0.133044533201874,0.749792442455233
"GO:0030101",3,306,74,18548,0.131328473571919,0.749792442455233
"GO:0005634",127,182,6887,11735,0.138051714505638,0.763950378876525
"GO:0015171",3,306,76,18546,0.138770012642365,0.763950378876525
"GO:0002376",48,261,2348,16274,0.141711119475112,0.766810338114592
"GO:0043234",77,232,3985,14637,0.142161467178548,0.766810338114592
"GO:0007005",15,294,624,17998,0.150625923891256,0.777387439524644
"GO:0016020",162,147,8982,9640,0.151401299083451,0.777387439524644
"GO:0040007",21,288,926,17696,0.146775407114963,0.777387439524644
"GO:0050789",164,145,10652,7970,0.147789651717193,0.777387439524644
"GO:0051726",21,288,931,17691,0.14862943601117,0.777387439524644
"GO:0008233",6,303,654,17968,0.158535258782635,0.806265030380257
"GO:0005245",2,307,42,18580,0.161202176364893,0.807995517914634
"GO:0022602",3,306,82,18540,0.16190172362709,0.807995517914634
"GO:0004601",2,307,43,18579,0.166982306701619,0.809470752196051
"GO:0005261",8,301,299,18323,0.168978557657274,0.809470752196051
"GO:0006996",62,247,3172,15450,0.169776637164715,0.809470752196051
"GO:0009295",2,307,43,18579,0.166982306701619,0.809470752196051
"GO:0048512",2,307,43,18579,0.166982306701619,0.809470752196051
"GO:0004715",2,307,46,18576,0.184523694597826,0.854530802415751
"GO:0005488",230,79,13201,5421,0.18478594265931,0.854530802415751
"GO:0006325",17,292,743,17879,0.186043862817533,0.854530802415751
"GO:0006865",3,306,89,18533,0.19021235031551,0.854530802415751
"GO:0019210",3,306,88,18534,0.186091465338776,0.854530802415751
"GO:0019825",2,307,47,18575,0.190429148852948,0.854530802415751
"GO:0030154",49,260,3537,15085,0.187286440306795,0.854530802415751
"GO:0016740",46,263,2311,16311,0.19239545662356,0.856159781974842
"GO:0003676",75,234,3963,14659,0.207585955639381,0.893958873479271
"GO:0004553",3,306,93,18529,0.206918756578942,0.893958873479271
"GO:0005165",1,308,13,18609,0.205847187228046,0.893958873479271
"GO:0005929",4,305,495,18127,0.204893865525268,0.893958873479271
"GO:0007249",7,302,258,18364,0.211725599685819,0.89731325581133
"GO:0051090",9,300,362,18260,0.211243134341878,0.89731325581133
"GO:0003743",2,307,51,18571,0.214277659202407,0.900978504047917
"GO:0006874",9,300,370,18252,0.220081316625739,0.911034287427476
"GO:0019104",1,308,14,18608,0.218819287410238,0.911034287427476
"GO:0005783",33,276,1627,16995,0.223830391046713,0.919426375530343
"GO:0008191",1,308,15,18607,0.231580169213486,0.936847048181831
"GO:0046933",1,308,15,18607,0.231580169213486,0.936847048181831
"GO:0004842",10,299,414,18208,0.239357190231164,0.946790663581047
"GO:0006473",5,304,183,18439,0.238877015486824,0.946790663581047
"GO:0016757",7,302,278,18344,0.237403300183802,0.946790663581047
