pid	hsa-mir-378c	hsa-mir-548d-5p	hsa-mir-1976	hsa-mir-1973	hsa-mir-1972	hsa-mir-576-3p	hsa-mir-33a-5p	hsa-mir-34c-5p	hsa-mir-373-3p	hsa-mir-556-5p	hsa-mir-548h-5p	hsa-mir-1306-3p	hsa-mir-500b	hsa-mir-376c	hsa-mir-342-3p	hsa-mir-626	hsa-mir-591	hsa-mir-450a-5p	hsa-mir-532-3p	hsa-mir-618	hsa-mir-619	hsa-mir-887	hsa-mir-509-3p	hsa-mir-889	hsa-mir-885-3p	hsa-mir-513c-5p	hsa-let-7i-5p	hsa-mir-597	hsa-mir-32-5p	hsa-mir-106b-5p	hsa-mir-1273a	hsa-mir-1273c	hsa-mir-1273d	hsa-mir-1273e	hsa-mir-1273f	hsa-mir-4425	hsa-mir-612	hsa-mir-101-3p	hsa-mir-34b-3p	hsa-mir-125a-3p	hsa-mir-524-3p	hsa-mir-610	hsa-mir-302c-3p	hsa-mir-1182	hsa-mir-548x-3p	hsa-mir-382-5p	hsa-mir-542-5p	hsa-mir-617	hsa-mir-1256	hsa-mir-1257	hsa-mir-1254	hsa-mir-1252	hsa-mir-1253	hsa-mir-1250	hsa-mir-1251	hsa-mir-1273g-5p	hsa-mir-1258	hsa-mir-151b	hsa-mir-514b-5p	hsa-mir-548al	hsa-mir-1255b-5p	hsa-mir-1268a	hsa-mir-1268b	hsa-mir-127-5p	hsa-mir-548ab	hsa-mir-208b	hsa-mir-99b-5p	hsa-mir-208a	hsa-mir-4792	hsa-mir-380-3p	hsa-mir-137	hsa-mir-521	hsa-mir-134	hsa-mir-206	hsa-mir-221-3p	hsa-mir-1322	hsa-mir-1323	hsa-mir-1321	hsa-mir-1324	hsa-mir-630	hsa-mir-631	hsa-mir-320e	hsa-mir-320d	hsa-mir-320c	hsa-mir-320b	hsa-mir-320a	hsa-mir-331-5p	hsa-mir-638	hsa-mir-639	hsa-mir-4421	hsa-mir-27b-3p	hsa-mir-3184-5p	hsa-let-7g-5p	hsa-mir-376a-3p	hsa-mir-548a-3p	hsa-mir-18b-5p	hsa-mir-196b-5p	hsa-mir-139-3p	hsa-mir-25-3p	hsa-mir-31-5p	hsa-mir-517a-3p	hsa-mir-590-3p	hsa-mir-663b	hsa-mir-455-5p	hsa-mir-660-5p	hsa-mir-624-3p	hsa-mir-493-3p	hsa-mir-454-3p	hsa-mir-106a-5p+hsa-mir-17-5p	hsa-mir-3141	hsa-mir-2682-5p	hsa-mir-548b-3p	hsa-mir-532-5p	hsa-mir-3147	hsa-mir-122-5p	hsa-mir-369-5p	hsa-mir-517b-3p	hsa-mir-301a-3p	hsa-mir-432-5p	hsa-mir-769-3p	hsa-mir-411-5p	hsa-mir-339-5p	hsa-mir-485-5p	hsa-mir-302f	hsa-mir-302e	hsa-mir-27a-3p	hsa-mir-561-3p	hsa-mir-526a+hsa-mir-520c-5p+hsa-mir-518d-5p	hsa-mir-708-5p	hsa-mir-1207-3p	hsa-mir-543	hsa-mir-938	hsa-mir-431-5p	hsa-mir-302d-3p	hsa-mir-508-5p	hsa-mir-520b	hsa-mir-615-5p	hsa-mir-767-5p	hsa-mir-193b-3p	hsa-mir-130a-3p	hsa-mir-767-3p	hsa-mir-628-5p	hsa-mir-515-5p	hsa-mir-1245b-3p	hsa-mir-223-3p	hsa-mir-664-3p	hsa-mir-549	hsa-mir-29c-3p	hsa-mir-323a-3p	hsa-mir-202-3p	hsa-mir-140-5p	hsa-mir-1208	hsa-let-7d-5p	hsa-mir-1205	hsa-mir-1204	hsa-mir-181a-5p	hsa-mir-1206	hsa-mir-1200	hsa-mir-1203	hsa-mir-1202	hsa-mir-542-3p	hsa-mir-183-5p	hsa-mir-670	hsa-mir-4461	hsa-mir-126-3p	hsa-mir-20a-5p+hsa-mir-20b-5p	hsa-mir-525-3p	hsa-mir-513a-3p	hsa-mir-410	hsa-mir-558	hsa-mir-412	hsa-mir-582-3p	hsa-mir-1185-5p	hsa-mir-554	hsa-mir-557	hsa-mir-125a-5p	hsa-mir-524-5p	hsa-mir-516a-5p	hsa-mir-552	hsa-mir-3144-5p	hsa-mir-548y	hsa-mir-218-5p	hsa-mir-876-5p	hsa-mir-891b	hsa-mir-3185	hsa-mir-653	hsa-mir-891a	hsa-mir-3180	hsa-mir-3182	hsa-mir-484	hsa-mir-593-3p	hsa-mir-204-5p	hsa-mir-548g-3p	hsa-mir-196a-5p	hsa-mir-188-5p	hsa-mir-490-5p	hsa-mir-92a-3p	hsa-mir-580	hsa-mir-182-5p	hsa-mir-324-5p	hsa-mir-1224-5p	hsa-mir-3676-3p	hsa-mir-608	hsa-mir-1305	hsa-mir-300	hsa-mir-544b	hsa-mir-544a	hsa-mir-615-3p	hsa-mir-338-3p	hsa-mir-548t-5p	hsa-mir-629-5p	hsa-mir-507	hsa-mir-504	hsa-mir-3192	hsa-mir-499b-5p	hsa-mir-892a	hsa-mir-95	hsa-mir-1303	hsa-mir-2277-3p	hsa-mir-503	hsa-mir-199b-5p	hsa-mir-744-5p	hsa-mir-1915-3p	hsa-mir-374a-5p	hsa-mir-512-5p	hsa-mir-362-5p	hsa-mir-193a-3p	hsa-mir-551b-3p	hsa-mir-502-3p	hsa-mir-578	hsa-mir-548c-3p	hsa-mir-491-5p	hsa-mir-490-3p	hsa-mir-890	hsa-mir-30a-5p	hsa-mir-492	hsa-mir-151a-5p	hsa-mir-654-5p	hsa-mir-379-5p	hsa-mir-129-5p	hsa-mir-24-3p	hsa-mir-576-5p	hsa-mir-548o-3p	hsa-mir-15a-5p	hsa-mir-34c-3p	hsa-mir-548ak	hsa-mir-548ai	hsa-mir-548an	hsa-mir-1307-3p	hsa-mir-340-5p	hsa-mir-548ac	hsa-mir-483-5p	hsa-mir-548aa	hsa-mir-548ag	hsa-mir-570-3p	hsa-mir-548ae	hsa-mir-548ad	hsa-mir-1243	hsa-mir-1244	hsa-mir-1246	hsa-mir-1249	hsa-mir-1248	hsa-mir-450b-3p	hsa-mir-501-3p	hsa-mir-29b-3p	hsa-mir-642b-3p	hsa-mir-335-5p	hsa-mir-548aj-3p	hsa-mir-18a-5p	hsa-mir-614	hsa-mir-128	hsa-mir-214-3p	hsa-mir-520c-3p	hsa-mir-181b-5p+hsa-mir-181d	hsa-mir-30c-5p	hsa-mir-16-5p	hsa-mir-3928	hsa-mir-1234	hsa-mir-605	hsa-mir-1236	hsa-mir-1237	hsa-mir-1231	hsa-mir-1233	hsa-mir-301b	hsa-mir-374b-5p	hsa-mir-1238	hsa-mir-1225-3p	hsa-mir-4435	hsa-mir-604	hsa-mir-505-3p	hsa-mir-606	hsa-mir-4431	hsa-mir-600	hsa-mir-603	hsa-mir-602	hsa-mir-601	hsa-mir-607	hsa-mir-609	hsa-mir-376b	hsa-mir-4532	hsa-mir-346	hsa-mir-127-3p	hsa-mir-133a	hsa-mir-133b	hsa-mir-198	hsa-mir-30e-5p	hsa-mir-1226-3p	hsa-mir-3180-3p	hsa-mir-1827	hsa-mir-363-3p	hsa-mir-632	hsa-mir-378a-3p+hsa-mir-378i	hsa-mir-23c	hsa-mir-323a-5p	hsa-mir-3151	hsa-mir-3154	hsa-mir-511	hsa-mir-4286	hsa-mir-551a	hsa-mir-4284	hsa-mir-633	hsa-mir-548d-3p	hsa-mir-875-3p	hsa-mir-100-5p	hsa-mir-4531	hsa-mir-516b-5p	hsa-mir-216a	hsa-mir-216b	hsa-mir-2116-5p	hsa-mir-185-5p	hsa-mir-195-5p	hsa-mir-661	hsa-mir-770-5p	hsa-mir-142-5p	hsa-mir-30b-5p	hsa-mir-1295a	hsa-mir-1908	hsa-mir-299-5p	hsa-mir-342-5p	hsa-mir-1	hsa-mir-21-5p	hsa-mir-635	hsa-mir-211-5p	hsa-mir-199a-5p	hsa-mir-486-3p	hsa-mir-1909-3p	hsa-mir-361-5p	hsa-mir-34a-5p	hsa-mir-145-5p	hsa-mir-186-5p	hsa-mir-7-5p	hsa-mir-369-3p	hsa-mir-370	hsa-mir-499a-3p	hsa-mir-636	hsa-mir-372	hsa-mir-190b	hsa-mir-517c-3p+hsa-mir-519a-3p	hsa-mir-190a	hsa-mir-485-3p	hsa-mir-425-5p	hsa-mir-519e-3p	hsa-mir-378b	hsa-mir-125b-5p	hsa-mir-378f	hsa-mir-378g	hsa-mir-378d	hsa-mir-378e	hsa-mir-3934	hsa-mir-378h	hsa-mir-193a-5p	hsa-mir-1278	hsa-mir-1279	hsa-mir-96-5p	hsa-mir-1270	hsa-mir-559	hsa-mir-1272	hsa-mir-1275	hsa-mir-1276	hsa-mir-641	hsa-mir-640	hsa-mir-643	hsa-mir-296-3p	hsa-mir-645	hsa-mir-647	hsa-mir-646	hsa-mir-649	hsa-mir-2114-5p	hsa-mir-374c-5p	hsa-mir-761	hsa-mir-1179	hsa-mir-1178	hsa-mir-555	hsa-mir-548c-5p	hsa-mir-450b-5p	hsa-mir-409-3p	hsa-mir-337-5p	hsa-mir-520e	hsa-mir-520g	hsa-mir-520f	hsa-mir-520h	hsa-mir-371a-3p	hsa-mir-766-3p	hsa-mir-1537	hsa-mir-3127-5p	hsa-mir-423-5p	hsa-mir-553	hsa-mir-522-3p	hsa-mir-888-5p	hsa-mir-519c-3p	hsa-mir-1539	hsa-mir-1538	hsa-mir-3196	hsa-mir-3195	hsa-mir-498	hsa-mir-1301	hsa-mir-1302	hsa-mir-124-3p	hsa-mir-494	hsa-mir-495	hsa-mir-496	hsa-mir-181c-5p	hsa-mir-154-5p	hsa-mir-550b-3p	hsa-mir-921	hsa-mir-200c-3p	hsa-mir-525-5p	hsa-mir-922	hsa-mir-518b	hsa-mir-545-3p	hsa-mir-520a-3p	hsa-mir-105-5p	hsa-mir-509-3-5p	hsa-mir-625-5p	hsa-mir-1285-3p	hsa-mir-323b-5p	hsa-mir-99a-5p	hsa-mir-556-3p	hsa-mir-668	hsa-mir-652-3p	hsa-mir-429	hsa-mir-381	hsa-mir-383	hsa-mir-384	hsa-mir-421	hsa-mir-3123	hsa-mir-187-3p	hsa-mir-518d-3p	hsa-mir-2115-5p	hsa-mir-188-3p	hsa-mir-194-5p	hsa-mir-500a-5p+hsa-mir-501-5p	hsa-mir-510	hsa-mir-944	hsa-mir-584-5p	hsa-mir-942	hsa-mir-943	hsa-mir-338-5p	hsa-mir-941	hsa-mir-769-5p	hsa-mir-23b-3p	hsa-mir-489	hsa-mir-518a-3p	hsa-mir-339-3p	hsa-mir-506-3p	hsa-mir-2277-5p	hsa-mir-147b	hsa-mir-147a	hsa-mir-497-5p	hsa-mir-371b-3p	hsa-mir-520d-3p	hsa-mir-519b-3p	hsa-mir-330-3p	hsa-mir-10b-5p	hsa-mir-885-5p	hsa-mir-765	hsa-mir-1468	hsa-mir-939	hsa-mir-514b-3p	hsa-mir-146b-5p	hsa-mir-720	hsa-mir-933	hsa-mir-365a-3p	hsa-mir-937	hsa-mir-654-3p	hsa-mir-935	hsa-mir-934	hsa-mir-205-5p	hsa-mir-940	hsa-mir-367-3p	hsa-mir-518e-3p	hsa-mir-515-3p	hsa-mir-487a	hsa-mir-298	hsa-mir-487b	hsa-mir-10a-5p	hsa-mir-297	hsa-mir-1470	hsa-mir-1471	hsa-let-7b-5p	hsa-mir-1227	hsa-mir-3614-5p	hsa-mir-514a-3p	hsa-mir-592	hsa-mir-595	hsa-mir-488-3p	hsa-mir-596	hsa-mir-599	hsa-mir-598	hsa-mir-1184	hsa-mir-611	hsa-mir-192-5p	hsa-mir-1183	hsa-mir-1180	hsa-mir-1181	hsa-mir-203	hsa-mir-4443	hsa-mir-671-3p	hsa-mir-28-3p	hsa-mir-4448	hsa-mir-759	hsa-mir-758	hsa-let-7f-5p	hsa-mir-4521	hsa-mir-613	hsa-mir-579	hsa-mir-548a-5p	hsa-mir-141-3p	hsa-mir-3187-3p	hsa-mir-539-5p	hsa-mir-573	hsa-mir-572	hsa-mir-571	hsa-mir-648	hsa-mir-577	hsa-mir-575	hsa-mir-616-3p	hsa-mir-1914-5p	hsa-mir-184	hsa-mir-590-5p	hsa-let-7e-5p	hsa-mir-2276	hsa-mir-3168	hsa-mir-1825	hsa-mir-3164	hsa-mir-2278	hsa-mir-3161	hsa-mir-3136-5p	hsa-mir-98	hsa-mir-1298	hsa-mir-1299	hsa-mir-1292	hsa-mir-1293	hsa-mir-1290	hsa-mir-1291	hsa-mir-1296	hsa-mir-1297	hsa-mir-1294	hsa-mir-1225-5p	hsa-mir-452-5p	hsa-mir-509-5p	hsa-mir-449a	hsa-mir-1224-3p	hsa-mir-200b-3p	hsa-mir-526b-5p	hsa-mir-637	hsa-mir-19b-3p	hsa-mir-1277-3p	hsa-mir-621	hsa-mir-4741	hsa-mir-449c-5p	hsa-mir-491-3p	hsa-mir-581	hsa-mir-33b-5p	hsa-mir-513b	hsa-mir-23a-3p	hsa-mir-620	hsa-mir-1271-5p	hsa-mir-212-3p	hsa-mir-1910	hsa-mir-1913	hsa-mir-1912	hsa-mir-375	hsa-mir-665	hsa-mir-103a-3p	hsa-mir-362-3p	hsa-mir-548ah-5p	hsa-mir-2053	hsa-mir-2052	hsa-mir-1245b-5p	hsa-mir-2054	hsa-mir-523-3p	hsa-mir-2110	hsa-mir-508-3p	hsa-mir-150-5p	hsa-mir-2113	hsa-mir-675-5p	hsa-mir-2117	hsa-mir-130b-3p	hsa-mir-588	hsa-mir-30d-5p	hsa-mir-874	hsa-mir-143-3p	hsa-mir-22-3p	hsa-mir-26b-5p	hsa-mir-144-3p	hsa-mir-628-3p	hsa-mir-361-3p	hsa-mir-518f-3p	hsa-mir-656	hsa-mir-1228-3p	hsa-mir-4455	hsa-mir-657	hsa-mir-140-3p	hsa-mir-219-5p	hsa-mir-483-3p	hsa-mir-1263	hsa-mir-1262	hsa-mir-1261	hsa-mir-1267	hsa-mir-1266	hsa-mir-1265	hsa-mir-1264	hsa-mir-4484	hsa-mir-4485	hsa-mir-655	hsa-mir-548am-3p	hsa-mir-650	hsa-mir-651	hsa-mir-802	hsa-mir-718	hsa-mir-4488	hsa-mir-658	hsa-mir-513a-5p	hsa-mir-4647	hsa-mir-582-5p	hsa-mir-139-5p	hsa-mir-516a-3p	hsa-mir-499a-5p	hsa-mir-1911-5p	hsa-mir-877-5p	hsa-mir-520a-5p	hsa-mir-455-3p	hsa-mir-711	hsa-mir-762	hsa-mir-148a-3p	hsa-mir-892b	hsa-mir-15b-5p	hsa-mir-548b-5p	hsa-mir-3605-5p	hsa-mir-1260a	hsa-mir-1260b	hsa-mir-26a-5p	hsa-mir-623	hsa-mir-622	hsa-mir-153	hsa-mir-152	hsa-mir-627	hsa-mir-296-5p	hsa-mir-324-3p	hsa-mir-93-5p	hsa-mir-574-5p	hsa-mir-449b-5p	hsa-mir-29a-3p	hsa-mir-448	hsa-mir-326	hsa-mir-325	hsa-mir-148b-3p	hsa-mir-328	hsa-mir-329	hsa-mir-518c-3p	hsa-mir-760	hsa-mir-337-3p	hsa-mir-663a	hsa-mir-146a-5p	hsa-mir-499b-3p	hsa-mir-589-5p	hsa-mir-3180-5p	hsa-mir-1245a	hsa-mir-423-3p	hsa-mir-200a-3p	hsa-mir-377-3p	hsa-mir-138-5p	hsa-mir-422a	hsa-mir-512-3p	hsa-mir-876-3p	hsa-mir-3131	hsa-mir-1269b	hsa-mir-1269a	hsa-mir-224-5p	hsa-mir-502-5p	hsa-mir-4508	hsa-mir-433	hsa-mir-132-3p	hsa-mir-28-5p	hsa-mir-671-5p	hsa-mir-302a-3p	hsa-mir-199a-3p+hsa-mir-199b-3p	hsa-mir-936	hsa-mir-151a-3p	hsa-mir-1304-5p	hsa-mir-875-5p	hsa-mir-519b-5p+hsa-mir-519c-5p	hsa-mir-136-5p	hsa-let-7c	hsa-mir-222-3p	hsa-mir-1247-5p	hsa-mir-3190-5p	hsa-mir-129-2-3p	hsa-mir-659-3p	hsa-mir-19a-3p	hsa-mir-634	hsa-mir-302b-3p	hsa-mir-142-3p	hsa-mir-764	hsa-mir-1229	hsa-mir-873-5p	hsa-mir-323b-3p	hsa-let-7a-5p	hsa-mir-519d	hsa-mir-548n	hsa-mir-548m	hsa-mir-548l	hsa-mir-548k	hsa-mir-548j	hsa-mir-548i	hsa-mir-920	hsa-mir-548f	hsa-mir-548e	hsa-mir-924	hsa-mir-146b-3p	hsa-mir-92b-3p	hsa-mir-155-5p	hsa-mir-548z	hsa-mir-424-5p	hsa-mir-548w	hsa-mir-548v	hsa-mir-548u	hsa-mir-644a	hsa-mir-548s	hsa-mir-520d-5p+hsa-mir-518a-5p+hsa-mir-527	hsa-mir-548q	hsa-mir-548p	hsa-mir-9-5p	hsa-mir-1469	hsa-mir-197-3p	hsa-mir-299-3p	hsa-mir-3690	hsa-mir-149-5p	hsa-mir-219-1-3p	hsa-mir-191-5p	hsa-mir-371b-5p	hsa-mir-586	hsa-mir-587	hsa-mir-585	hsa-mir-583	hsa-mir-330-5p	hsa-mir-1255a	hsa-mir-1193	hsa-mir-219-2-3p	hsa-mir-662	hsa-mir-1197	hsa-mir-331-3p	hsa-mir-217	hsa-mir-4451	hsa-mir-215	hsa-mir-210	hsa-mir-4454	hsa-mir-4458	hsa-mir-4516	hsa-mir-568	hsa-mir-569	hsa-mir-550a-5p	hsa-mir-135b-5p	hsa-mir-409-5p	hsa-mir-562	hsa-mir-563	hsa-mir-564	hsa-mir-566	hsa-mir-567	hsa-mir-371a-5p	hsa-mir-574-3p	hsa-mir-3200-3p	hsa-mir-541-3p	hsa-mir-3178	hsa-mir-135a-5p	hsa-mir-642a-5p	hsa-mir-451a	hsa-mir-3175	hsa-mir-107	hsa-mir-1284	hsa-mir-1287	hsa-mir-1286	hsa-mir-1281	hsa-mir-1280	hsa-mir-1283	hsa-mir-1282	hsa-mir-345-5p	hsa-mir-1289	hsa-mir-1288
DO46364	102.38	145.04	34.13	247.42	25.59	93.85	1074.99	1074.99	68.25	383.92	8.53	170.63	460.71	2516.84	13428.82	221.82	0.61	2320.61	247.42	127.97	315.67	196.23	170.63	221.82	17.06	127.97	12311.17	93.85	12038.16	24246.95	196.23	221.82	375.39	136.51	0.61	273.01	255.95	460.71	25.59	511.9	247.42	170.63	68.25	170.63	230.35	972.61	836.1	273.01	102.38	238.89	25.59	162.1	0.61	85.32	42.66	42.66	110.91	179.16	127.97	17.06	25.59	298.61	136.51	59.72	42.66	153.57	7439.6	460.71	93.85	68.25	725.19	59.72	1057.92	196.23	9623.7	264.48	93.85	145.04	255.95	1160.3	443.65	2243.82	281.54	34.13	59.72	375.39	204.76	136.51	298.61	400.99	29016.14	247.42	102601.62	3284.69	68.25	68.25	631.34	375.39	18121.22	2286.48	204.76	187.7	477.77	588.68	1655.14	93.85	110.91	1092.05	33751.21	85.32	281.54	0.61	264.48	2841.04	170.63	59.72	68.25	2568.03	179.16	349.8	1382.13	230.35	136.51	358.33	238.89	2158.51	102.38	110.91	2260.89	68.25	477.77	119.44	230.35	477.77	8.53	230.35	170.63	25.59	1791.65	34408.14	238.89	153.57	85.32	273.01	12558.59	2585.09	0.61	9256.84	477.77	341.27	3617.42	162.1	19819.02	51.19	119.44	33324.62	759.32	110.91	76.78	119.44	733.72	1134.71	34.13	85.32	37394.22	21815.43	76.78	460.71	255.95	119.44	238.89	221.82	127.97	153.57	68.25	28154.45	221.82	162.1	255.95	179.16	119.44	1808.71	0.61	273.01	179.16	25.59	85.32	85.32	110.91	648.41	59.72	1578.36	264.48	179.16	767.85	59.72	3805.12	145.04	452.18	1484.51	153.57	238.89	153.57	153.57	51.19	8.53	85.32	85.32	1237.09	85.32	238.89	264.48	383.92	8.53	42.66	17.06	1655.14	25.59	127.97	639.87	8838.79	68.25	776.38	29818.12	264.48	733.72	1109.11	25.59	127.97	631.34	196.23	179.16	85.32	230.35	12712.16	8.53	1433.32	8.53	665.47	59.72	17873.81	59.72	145.04	44885.01	375.39	34.13	605.75	85.32	452.18	4641.22	0.61	34.13	793.44	0.61	273.01	0.61	255.95	119.44	68.25	1774.58	68.25	76.78	110.91	179.16	148928.48	17.06	1450.38	42.66	2431.52	179.16	546.03	2141.44	136.51	2798.38	5784.46	49116.71	127.97	281.54	119.44	162.1	170.63	0.61	273.01	400.99	6407.27	153.57	119.44	162.1	1416.25	238.89	42.66	187.7	51.19	170.63	42.66	332.73	119.44	298.61	716.66	290.08	136.51	827.57	127.97	162.1	93.85	28734.6	110.91	51.19	528.96	1092.05	76.78	6330.48	392.46	153.57	563.09	400.99	34.13	14819.48	119.44	230.35	93.85	153.57	0.61	17233.93	861.7	358.33	221.82	127.97	238.89	1151.77	2295.01	127.97	400.99	255.95	26516.37	93.85	221.82	400.99	68.25	179.16	625224.91	119.44	400.99	23231.68	51.19	162.1	6671.75	7192.18	20160.29	2465.65	435.11	119.44	162.1	213.29	0.61	298.61	110.91	1228.56	358.33	494.84	1458.91	1023.8	110.91	150285.01	247.42	3873.37	443.65	1373.6	102.38	170.63	2457.12	264.48	1245.62	1126.18	836.1	127.97	255.95	264.48	76.78	59.72	759.32	51.19	0.61	170.63	59.72	153.57	460.71	290.08	59.72	375.39	34.13	1851.37	196.23	307.14	281.54	1134.71	1202.96	110.91	34.13	196.23	324.2	349.8	230.35	247.42	0.61	3207.9	110.91	8.53	400.99	255.95	170.63	332.73	145.04	230.35	460.71	187.7	93.85	187.7	520.43	1015.27	170.63	2056.13	281.54	145.04	119.44	83354.22	127.97	315.67	392.46	51.19	281.54	145.04	247.42	93.85	8.53	196.23	27446.32	0.61	51.19	452.18	2448.58	563.09	494.84	110.91	469.24	34.13	844.63	85.32	0.61	204.76	2064.66	981.14	400.99	196.23	42.66	59.72	0.61	8.53	196.23	742.25	54065.07	324.2	93.85	127.97	127.97	93.85	255.95	102.38	929.95	119.44	0.61	452.18	614.28	7448.13	2542.43	0.61	59.72	153.57	85.32	1390.66	483420.35	255.95	1535.7	145.04	85.32	42.66	85.32	708.13	59.72	119.44	187.7	162.1	162.1	0.61	315.67	6936.23	503.37	247.42	110.91	162382.89	102.38	59.72	102.38	127.97	162.1	127.97	187.7	0.61	1254.15	17.06	76.78	767.85	1894.03	494.84	230.35	2269.42	486.3	0.61	2653.34	0.61	145.04	332.73	13369.1	0.61	59.72	375.39	127.97	129501.92	187.7	119.44	1501.57	42.66	51.19	145.04	0.61	631.34	0.61	34.13	25.59	1279.75	25125.71	136.51	187.7	238.89	0.61	196.23	59.72	179.16	4905.7	153.57	281.54	76.78	0.61	153.57	93.85	85.32	307.14	34.13	204.76	187.7	25.59	1006.73	76.78	14427.02	102.38	85.32	22770.97	119.44	59.72	204.76	162.1	0.61	93.85	8.53	110.91	160249.98	110.91	170.63	170.63	127.97	204.76	153.57	68.25	136.51	51.19	1066.46	110.91	443.65	59.72	170.63	0.61	145.04	17.06	17.06	7149.52	34.13	0.61	196.23	290.08	93.85	14119.88	187.7	18385.71	15809.15	28205.63	4820.38	85.32	2491.24	68.25	315.67	273.01	691.06	102.38	85.32	247.42	682.53	0.61	247.42	59.72	59.72	119.44	0.61	136.51	153.57	0.61	145.04	281.54	68.25	349.8	221.82	0.61	358.33	127.97	264.48	153.57	793.44	145.04	170.63	264.48	119.44	34.13	76.78	503.37	136.51	136.51	21499.76	153.57	57989.63	0.61	298.61	5409.07	426.58	48732.78	76.78	0.61	34.13	1040.86	204.76	5409.07	85.32	23325.53	2559.5	145.04	41088.43	102.38	213.29	145.04	8420.74	136.51	221.82	281.54	0.61	409.52	486.3	1527.17	0.61	0.61	51.19	0.61	2593.62	15399.63	1066.46	170.63	341.27	102.38	119.44	17.06	255.95	247.42	238.89	281.54	0.61	110.91	1211.49	4095.19	34.13	315.67	62912.39	0.61	5383.47	59.72	119.44	59.72	2542.43	22523.56	88567.06	110.91	332.73	264.48	102.38	6825.32	162.1	247.42	68167.88	1928.15	0.61	68.25	17.06	360359.83	179.16	51.19	59.72	162.1	187.7	68.25	136.51	102.38	136.51	42.66	341.27	162.1	59.72	4103.72	341.27	827.57	0.61	110.91	76.78	290.08	68.25	127.97	59.72	443.65	366.86	0.61	793.44	870.23	153.57	460.71	162.1	22079.91	51.19	76.78	127.97	8.53	230.35	298.61	76.78	68.25	110.91	93.85	204.76	1544.23	85.32	819.04	145.04	1322.41	1827743.91	273.01	3540.63	85.32	85.32	102.38	31072.27	145.04	17.06	76.78	0.61	375.39	51.19	170.63	4726.53	409.52	102.38	102.38	4214.64	145.04	82586.37	196.23	3532.1	76.78	358.33	281.54	0.61	25.59	0.61	170.63	324.2	34.13	127.97
