"","V1","V2"
"PKP3",0.439263768761621,NA
"RBM26.AS1",0.33030640808739,NA
"RGS17",0.244430303422788,NA
"REXO4",0.436437458049141,NA
"IFT43",0.442669175152446,NA
"CRP",0.983962239572267,NA
"DVL2",0.762284037528609,NA
"IFT46",0.901725501828702,NA
"CRX",0.689068366935168,NA
"RARRES3",0.631874123984565,NA
"FRS3",0.255260092280834,NA
"GOLT1B",0.977090519445434,NA
"NAPRT1",0.333645866700043,NA
"CRK",0.377991330511892,NA
"CRH",0.237517519168807,NA
"TNFRSF18",0.741940219008837,NA
"TNFRSF19",0.0861066423141149,NA
"CHODL",0.694009968791244,NA
"PPP4R1L",0.738325830297651,NA
"RTN4IP1",0.420804995465547,NA
"B4GALT1",0.455862221337652,NA
"B4GALT3",0.419149809872424,NA
"B4GALT2",0.492505248494118,NA
"B4GALT5",0.847427295320909,NA
"B4GALT4",0.468686029810807,NA
"B4GALT7",0.249903666665975,NA
"FCN2",0.624741520817844,NA
"FCN1",0.536333608940344,NA
"ROMO1",0.707488054370569,NA
"S100A8",0.399588050414678,NA
"DHRS11",0.319021709165166,NA
"DHRS12",0.483192602430835,NA
"CSN1S1",0.824254732015134,NA
"SGOL1",0.518197596250573,NA
"TRRAP",0.842931317806029,NA
"EEF1D",0.595902464966328,NA
"TBC1D13",0.64521135147315,NA
"GPR89B",0.218326544490567,NA
"TEPP",0.967930958132513,NA
"CR2",0.396381986336831,NA
"ASPSCR1",0.124219405205234,NA
"CR1",0.385807778425922,NA
"TNFRSF1B",0.234866869137398,NA
"LGMN",0.993126296231453,NA
"TNFRSF1A",0.531295362405147,NA
"FAM174A",0.911586219199284,NA
"PAX7",0.182396263893649,NA
"SULT2B1",0.890366659807691,NA
"GPD1L",0.233361650229831,NA
"FBL",0.0101936721830916,NA
"SOGA2",0.387908722054768,NA
"POLR2J2",0.0313346404168688,NA
"VMAC",0.758638684277399,NA
"C6orf211",0.559927322420317,NA
"ACAD8",0.754998688027475,NA
"LOC645249",0.897936429667921,NA
"PRPF18",0.946577177210238,NA
"EGLN1",0.44039722938538,NA
"ZNF671",0.821275400954151,NA
"ARNTL2",0.902483500180807,NA
"PTH2",0.243268467975951,NA
"EHMT2",0.0340656198287534,NA
"ADIPOR2",0.00362582263354748,NA
"ADIPOR1",0.117120345841561,NA
"PAX8",0.526913167112339,NA
"MARK4",0.0954181360897134,NA
"FOSL1",0.168966883161917,NA
"MARK2",0.998472492312045,NA
"FOSL2",0.113583064090662,NA
"NDUFA10",0.100863429959446,NA
"S100A4",0.785000147511255,NA
"RPPH1",0.987016749727184,NA
"CCDC11",0.156635344698231,NA
"MNF1",0.89642206015825,NA
"NUP54",0.0799867712202418,NA
"CD63",0.811610578969898,NA
"NDUFA12",0.848177112050909,NA
"HMMR",0.573212646457926,NA
"CD69",0.412567470137089,NA
"TPD52L2",0.461666609364195,NA
"TERF2IP",0.824627017323856,NA
"TPD52L1",0.156013892644672,NA
"EFCAB11",0.946577177210238,NA
"EFCAB13",0.857185441998555,NA
"EFCAB14",0.11249508947398,NA
"CELA1",0.377991330511892,NA
"LPAL2",0.202979713611873,NA
"SHCBP1",0.632214653248705,NA
"CAPSL",0.292804477977736,NA
"PROK2",0.102061894534693,NA
"HRK",0.630853057324373,NA
"ACTR3C",0.692596747663681,NA
"ACTR3B",0.816811247116526,NA
"WDR13",0.763013744359952,NA
"WDR12",0.764473789346068,NA
"WDR11",0.879785290397877,NA
"CHRD",0.0514208274519109,NA
"WDR17",0.280254075897267,NA
"WDR16",0.611924162501591,NA
"GABPA",0.974036936944141,NA
"PSCA",0.182396263893649,NA
"MFN1",0.776183895934325,NA
"PF4",0.87601132574247,NA
"AOX1",0.170454500500322,NA
"PPP2R1B",0.56703747175526,NA
"GPR55",0.311640458408143,NA
"C1orf210",0.876765895994864,NA
"C1orf213",0.766665426002524,NA
"TIMM9",0.71461909846038,NA
"C1orf216",0.95572499639979,NA
"SLC7A8",0.933630099782388,NA
"ZMYND15",0.2053672447054,NA
"ZMYND12",0.159108385011507,NA
"ZMYND10",0.596566204393076,NA
"ZMYND11",0.944291275195808,NA
"NOC4L",0.0685160935560215,NA
"ZMYND19",0.116005773414346,NA
"CLEC3B",0.139420098703557,NA
"KRT33B",0.175280822978644,NA
"CGGBP1",0.92222065774826,NA
"CLEC3A",0.399052625827942,NA
"AMBP",0.390016622742744,NA
"AMBN",0.643494925459257,NA
"ZFP42",0.506489677325195,NA
"PART1",0.0185341124864435,NA
"MAD2L1BP",0.612595852948504,NA
"HSPB6",0.935913701077794,NA
"IDH3A",0.192322522488791,NA
"C10orf35",0.00852714711296402,NA
"C10orf32",0.520680131847577,NA
"HSPB3",0.39160210904464,NA
"HSPB1",0.516958627407331,NA
"PKN1",0.892636650197768,NA
"PKN3",0.441532365412348,NA
"PKN2",0.613267869050075,NA
"HSPB8",0.287132513545879,NA
"HSPB9",0.373348632141325,NA
"RHOBTB2",0.0893054802882619,NA
"RHOBTB3",0.421910581064574,NA
"RHOBTB1",0.406587819989618,NA
"INO80E",0.132140744657089,NA
"INO80B",0.600555690049059,NA
"INO80C",0.713904859540968,NA
"FAM43B",0.225571459125054,NA
"TNFRSF21",0.0137803917944273,NA
"MIR564",0.186831011810034,NA
"LPL",0.70109195872844,NA
"PLOD3",0.549663095156878,NA
"LMF2",0.723209305906236,NA
"KCNE3",0.579419575050142,NA
"FKBP9L",0.185238118695092,NA
"FAM124B",0.53444276108703,NA
"ERBB2IP",0.815679665632568,NA
"KCNE4",0.325808767099817,NA
"FAM124A",0.259889332940198,NA
"AGBL5",0.0305897308221429,NA
"HEXA.AS1",0.0819862014620566,NA
"LDLRAD4",0.0580521824979277,NA
"PROSER1",0.535072669705284,NA
"AGTPBP1",0.0652394772430202,NA
"RFTN1",0.452975493728602,NA
"HTATIP2",0.694009968791244,NA
"LIG4",0.291488933032173,NA
"CSNK1D",0.983962239572267,NA
"CSNK1E",0.38633236168178,NA
"LIG1",0.0845422903510986,NA
"LIG3",0.0308115900861159,NA
"APEH",0.408756229637214,NA
"DEFB132",0.611252798166682,NA
"IREB2",0.0550758913786656,NA
"ISCU",0.45239938927994,NA
"IL36RN",0.262326432838687,NA
"FNTA",0.265189611165652,NA
"FNTB",0.708200017504303,NA
"FAM84A",0.337488965860608,NA
"BOLL",0.446089629529212,NA
"THRB",0.609911049658164,NA
"NKX6.2",0.0219844048988717,NA
"NKX6.3",0.135116355098676,NA
"NKX6.1",0.358129513193981,NA
"KCTD13",0.870732527013916,NA
"C15orf39",0.0253468300116877,NA
"CRCP",0.857185441998555,NA
"KCTD10",0.785000147511255,NA
"KCTD17",0.427463997309392,NA
"BARHL2",0.129942547095232,NA
"KCTD15",0.733996192556588,NA
"CSPG5",0.579419575050142,NA
"SCGB2A1",0.360135872302104,NA
"ADORA2A.AS1",0.736159964099924,NA
"ZKSCAN1",0.530671185660879,NA
"ZKSCAN3",0.14019041865234,NA
"ZKSCAN5",0.733996192556588,NA
"ZKSCAN4",0.0217637397122351,NA
"ZKSCAN8",0.684140026094905,NA
"UFL1",0.624064039350989,NA
"FPGS",0.10780529865579,NA
"GLIS2",0.375407678950004,NA
"GLIS3",0.45239938927994,NA
"GLIS1",0.396381986336831,NA
"KIAA1407",0.762284037528609,NA
"SLC25A35",0.804195504024621,NA
"CYP2S1",0.891879924587076,NA
"SLC25A37",0.842931317806029,NA
"SLC25A36",0.911586219199284,NA
"SLC25A31",0.86847193228753,NA
"DCP1A",0.518817655908312,NA
"SLC25A32",0.863201422206008,NA
"PBK",0.381495429951989,NA
"SLC25A39",0.00231257517899799,NA
"SLC25A38",0.0255355100645158,NA
"TUBA1C",0.273069336976739,NA
"TUBA1B",0.732554849695987,NA
"TUBA1A",0.0804828757649747,NA
"RAD21",0.831713341546761,NA
"VIP",0.656932714255843,NA
"IGSF10",0.289741062501394,NA
"IGSF11",0.18114364579975,NA
"TMEM182",0.277280249174423,NA
"TMEM180",0.343306728964485,NA
"TMEM187",0.768858931031556,NA
"TMEM186",0.17225256892661,NA
"TMEM189",0.498559877622224,NA
"MIR3928",0.647273539292649,NA
"CNTD1",0.802714577801196,NA
"WNT11",0.626775867026294,NA
"PGBD4",0.670831215233245,NA
"HCAR3",0.966786283870117,NA
"HCAR1",0.945053192498715,NA
"KCNJ16",0.327461295895557,NA
"SCGB1A1",0.325102557739729,NA
"PGBD3",0.607900884121911,NA
"TAF7",0.913104500568881,NA
"TAF6",0.793844069343679,NA
"TAF5",0.16719462483477,NA
"TAF4",0.0428174700017446,NA
"TAF2",0.704642764209509,NA
"TAF1",0.335083707743271,NA
"PCID2",0.165436370411606,NA
"HMOX1",0.0875167326377481,NA
"ALDH6A1",0.121432558176899,NA
"TAF9",0.230371761348827,NA
"DDAH1",0.858688673682648,NA
"TSPAN32",0.839936831552994,NA
"TSPAN33",0.280254075897267,NA
"TSPAN31",0.463415940287645,NA
"ELMO2",0.703221664377806,NA
"POMT1",0.0954181360897134,NA
"POMT2",0.0676485505370251,NA
"AIF1",0.9664047431472,NA
"AGPS",0.593913269474902,NA
"ALAD",0.141481555497916,NA
"HOXA13",0.90096759306659,NA
"FOSB",0.0228866430670431,NA
"NR2E3",0.811610578969898,NA
"CCNG1",0.284539863020102,NA
"CCNG2",0.796059246520303,NA
"TMEM86A",0.0200667591900837,NA
"TMEM86B",0.931347044541224,NA
"TEX26.AS1",0.444947808937884,NA
"PIK3C2A",0.969457290591028,NA
"LGALS14",0.0929712763238346,NA
"SSBP4",0.519438098615354,NA
"AP2M1",0.608570592658144,NA
"ALG2",0.0439091885559026,NA
"SOS1",0.139164050749471,NA
"PDCD6",0.266835344355675,NA
"PDCD7",0.822019993847099,NA
"PDCD4",0.0115961972021167,NA
"PDCD5",0.0781889430422375,NA
"LOC285033",0.395316758744344,NA
"TCF21",0.604557191006981,NA
"PDCD1",0.346729834236408,NA
"ALG1",0.436437458049141,NA
"PRUNE",0.946577177210238,NA
"LOC100128164",0.501601967143753,NA
"HDLBP",0.69896459932106,NA
"PBLD",0.646585841424727,NA
"C3",0.981671508784974,NA
"ERP44",0.332212012027692,NA
"SLC7A7",0.89642206015825,NA
"ARFGEF1",0.771054287921877,NA
"ARFGEF2",0.259484678436087,NA
"DSG3",0.379027752844103,NA
"GCAT",0.842931317806029,NA
"GHSR",0.314395125129793,NA
"GLB1L3",0.709624708561108,NA
"OCM2",0.854931567021381,NA
"VPS26A",0.000913732904163062,NA
"VPS26B",0.231863284077563,NA
"KLRD1",0.785736099023659,NA
"IGF2BP2",0.492505248494118,NA
"PGPEP1",0.0516503500277838,NA
"SMU1",0.368741403362173,NA
"C6",0.771786482216497,NA
"SREBF2",0.109068709414891,NA
"TXNDC15",0.606562417203221,NA
"SLC29A4",0.523168780225457,NA
"OXCT1",0.129700065471004,NA
"DSG4",0.520680131847577,NA
"SLC48A1",0.526288153985473,NA
"SMARCE1",0.414207285427894,NA
"CIC",0.600555690049059,NA
"GALNTL5",0.559927322420317,NA
"RAB39B",0.720341963526701,NA
"RAB39A",0.538227817440993,NA
"KIF16B",0.122587743293934,NA
"SSRP1",0.977853969282166,NA
"TMEM27",0.68343706612497,NA
"IL12B",0.116896761317412,NA
"IL12A",0.550941035455521,NA
"PDE9A",0.739770896967763,NA
"CIT",0.101461253079625,NA
"TSSK2",0.38528363047096,NA
"PDE2A",0.808642480660143,NA
"ZNF320",0.369499777099791,NA
"TAF6L",0.471628129328755,NA
"TATDN1",0.0306635309799492,NA
"LOC100506083",0.509557165099305,NA
"TATDN3",0.476949473491624,NA
"DAK",0.621357295743271,NA
"ADNP",0.863953985244599,NA
"C1orf174",0.0112227128450307,NA
"C1orf177",0.553501292529582,NA
"RPIA",0.22229028065707,NA
"WFDC8",0.540758639715604,NA
"GLE1",0.583355909213667,NA
"MTA1",0.066505904093266,NA
"MTA2",0.136875885485651,NA
"RBBP8NL",0.483497732306954,NA
"LRP10",0.819042590830659,NA
"LRP11",0.914623099157754,NA
"LRP12",0.757182038707666,NA
"ADORA2A",0.847427295320909,NA
"PRPS1L1",0.213003667221265,NA
"PIGV",0.520058924039483,NA
"GAPDHS",0.836196983928837,NA
"GPC2",0.130428565864587,NA
"GPC3",0.506489677325195,NA
"GPC4",0.574843002707132,NA
"GPC5",0.872240178300078,NA
"GPC6",0.2252051853477,NA
"HEPH",0.266011601642893,NA
"MTAP",0.457599213792093,NA
"BICD2",0.703221664377806,NA
"BICD1",0.0503985146432679,NA
"SEC22C",0.951912626817563,NA
"SEC22A",0.0561767429029258,NA
"BBS5",0.469861649109974,NA
"BBS4",0.990071450204853,NA
"BBS7",0.851177746554833,NA
"CCNE2",0.136119648446823,NA
"C2orf49",0.177116742449327,NA
"C2orf48",0.713190871228601,NA
"C2orf44",0.603222028236997,NA
"C2orf47",0.169858280250747,NA
"C2orf40",0.798644847365192,NA
"C2orf43",0.388435045309756,NA
"C2orf42",0.0927851617242417,NA
"ELANE",0.819786698799,NA
"AGL",0.526288153985473,NA
"AGK",0.525039265082813,NA
"NIPA2",0.387908722054768,NA
"NIPA1",0.185238118695092,NA
"SSFA2",0.362653723847413,NA
"AGA",0.098110608804788,NA
"CELA2B",0.248723673584741,NA
"PDCD10",0.44666116498669,NA
"PDCD11",0.0873394590004319,NA
"ATPIF1",0.854931567021381,NA
"SLC50A1",0.694009968791244,NA
"RAB11A",0.407671165494356,NA
"CBLC",0.679926392033786,NA
"CRKL",0.0992829502224175,NA
"SLC28A2",0.854931567021381,NA
"PPP4C",0.568984065955798,NA
"PRNP",0.127294531782952,NA
"PIK3CG",0.918800831862764,NA
"ZSWIM7",0.53885996541487,NA
"ZSWIM1",0.618655666278992,NA
"TMEM59",0.888853794307981,NA
"PRND",0.954962438644523,NA
"TMEM52",0.607231467559505,NA
"TMEM53",0.0531632339959068,NA
"ALG13",0.952675015502597,NA
"TMEM51",0.742663783205652,NA
"ENKD1",0.313475129322929,NA
"DIMT1",0.132386756632274,NA
"GSC2",0.33006783671491,NA
"FAM84B",0.168670532041648,NA
"POLR3GL",0.478136442681865,NA
"MEN1",0.924501338127528,NA
"MEG3",0.874502523979447,NA
"PIK3C3",0.520680131847577,NA
"PRRG4",0.183024976391737,NA
"KCNJ5",0.55670978842402,NA
"ORM2",0.899452047047228,NA
"ZNF670",0.206396696865206,NA
"SNN",0.784264388159542,NA
"KCNJ4",0.387382833617098,NA
"ERI2",0.905516375804935,NA
"KTI12",0.952675015502597,NA
"ZNF678",0.938959319890282,NA
"MAG",0.205709979949061,NA
"MAF",0.108015058727067,NA
"LOC100996325",0.820530969055735,NA
"MAL",0.142000561283058,NA
"FIGF",0.89642206015825,NA
"EIF2AK2",0.0139654275928363,NA
"EVL",0.521301721705608,NA
"ALDH3A2",0.578110239228098,NA
"EVC",0.467512040252198,NA
"MGST2",0.0498379601514055,NA
"MGST3",0.819786698799,NA
"MGST1",0.650027338417948,NA
"EDC4",0.251087613732332,NA
"SEMA4C",0.666649552571494,NA
"CSDE1",0.621357295743271,NA
"ZNF454",0.384236640937444,NA
"BACH2",0.151594618817642,NA
"BACH1",0.970983734937189,NA
"JAM3",0.564446961671527,NA
"GMDS",0.967167835606659,NA
"LSR",0.57549575087132,NA
"LSS",0.791999252630023,NA
"WSB2",0.254263857443516,NA
"COL1A2",0.362149273706927,NA
"KCNIP4",0.313704937144776,NA
"KCNIP3",0.242496070443871,NA
"KCNIP2",0.750637869886278,NA
"KCNIP1",0.253865305040195,NA
"AGPAT2",0.550301882638254,NA
"PRSS55",0.591927117309024,NA
"WAPAL",0.888853794307981,NA
"MPV17",0.839188570041598,NA
"PRSS58",0.117793114306324,NA
"LIN28A",0.379027850774673,NA
"AVPI1",0.171651642921522,NA
"C10orf111",0.176503184341435,NA
"MOGAT2",0.68343706612497,NA
"ANAPC1",0.282820255961495,NA
"ANAPC2",0.990835149815424,NA
"ANAPC5",0.104084493998355,NA
"ANAPC4",0.920700555641003,NA
"ANAPC7",0.618623746625387,NA
"RPS6KA1",0.0363945420607613,NA
"RPS6KA2",0.0235842688538729,NA
"SNRPB2",0.680627974965989,NA
"RPS6KA4",0.567685988390241,NA
"RPS6KA5",0.225571459125054,NA
"MAGEB3",0.508329004000898,NA
"PISD",0.56186216097425,NA
"PSMD14",0.734717216021959,NA
"PSMD11",0.83320776520739,NA
"PSMD10",0.852678875078593,NA
"PSMD13",0.376956558195343,NA
"PSMD12",0.601888193396675,NA
"BOD1",0.496739343500413,NA
"UTP23",0.582042413383172,NA
"UTP20",0.35963362212317,NA
"TMEM198B",0.450099116076732,NA
"MAGEB6",0.997708740217592,NA
"RTFDC1",0.791998480238728,NA
"MINPP1",0.502821548960213,NA
"METTL2B",0.606562417203221,NA
"GANAB",0.144617549898629,NA
"VAPB",0.822764747086995,NA
"VAPA",0.336044482693402,NA
"NPHP3",0.0194608269461934,NA
"GALNT4",0.998472492312045,NA
"NPHP1",0.00599252138433067,NA
"GALNT5",0.646585841424727,NA
"EFCAB7",0.28239145699421,NA
"CTH",0.24637534200551,NA
"EXOSC10",0.183971054480793,NA
"ARF3",0.991598857823174,NA
"KRT15",0.768127556109889,NA
"ARF1",0.235244245685776,NA
"ARF6",0.971746997322313,NA
"ARF5",0.982435069855426,NA
"ARF4",0.818298645796984,NA
"MOBP",0.708200017504303,NA
"MEDAG",0.295889563447705,NA
"MYLK2",0.0937187330878841,NA
"MYLK3",0.603889443853991,NA
"SCN4A",0.587963989675975,NA
"TRMT44",0.0480792025006,NA
"MOB2",0.0042084412336271,NA
"IRF7",0.455862221337652,NA
"PQLC3",0.582698988592278,NA
"PQLC2",0.0905750362738842,NA
"MOB4",0.958775625719309,NA
"IRF6",0.86696546510993,NA
"RAB11FIP2",0.104902396604651,NA
"RAB11FIP5",0.0998732984651318,NA
"RAB11FIP4",0.814581387237288,NA
"BPIFA2",0.967167835606659,NA
"BPIFA3",0.657624878378588,NA
"BPIFA1",0.4535520121774,NA
"TMEM156",0.929825320308462,NA
"METTL20",0.731834531468063,NA
"SPP1",0.452975493728602,NA
"METTL25",0.428579767873583,NA
"SPP2",0.994653759831978,NA
"MYL6B",0.263959909311109,NA
"NRN1L",0.416948863055789,NA
"IFIH1",0.135617285182573,NA
"HMGB3",0.613267869050075,NA
"EEF1A1",0.689773517326922,NA
"HMGB1",0.183024976391737,NA
"CHP1",0.907033333360741,NA
"ARHGEF12",0.837692483685007,NA
"CHP2",0.191996243064591,NA
"ARL11",0.524415389990449,NA
"ARL10",0.225938158029362,NA
"SPNS3",0.196269715445806,NA
"ARL14",0.406046792115278,NA
"ARL16",0.280254075897267,NA
"LOC550112",0.816811228633387,NA
"MIR4733",0.0783510106883764,NA
"GCHFR",0.918420947357488,NA
"SCP2D1",0.432498281270533,NA
"WDR45B",0.711050415590978,NA
"GIP",0.530671185660879,NA
"KIF4A",0.948863519116215,NA
"PEX14",0.848927066201593,NA
"CLIP3",0.609575798694321,NA
"ACTL7B",0.536964638844936,NA
"CLIP1",0.0743805049460339,NA
"ETNK2",0.297662204202651,NA
"ETNK1",0.227409208048154,NA
"CLIP4",0.593913269474902,NA
"HEXDC",0.872240178300078,NA
"FOS",0.323692634454773,NA
"DHRS7B",0.402809662799991,NA
"AP3B1",0.646585841424727,NA
"CD48",0.156013892644672,NA
"MND1",0.505265406530169,NA
"CD44",0.269317092947454,NA
"CD47",0.656240844346152,NA
"CD46",0.469273635870745,NA
"CA13",0.584670785010351,NA
"CA12",0.465168958492062,NA
"CA11",0.127772840714397,NA
"DMTN",0.948863519116215,NA
"PSMD5.AS1",0.870732527013916,NA
"FPGT",0.710337435360697,NA
"FGFR1OP",0.266011601642893,NA
"PDX1",0.886585256602215,NA
"MOGS",0.809384248934766,NA
"CETN4P",0.554142266353133,NA
"TPSAB1",0.0959900567336169,NA
"RAB20",0.215121464929059,NA
"CALY",0.318557055358959,NA
"EIF4E3",0.116228018458688,NA
"EIF4E2",0.703221664377806,NA
"RAB24",0.586645678756711,NA
"RAB25",0.307084814819825,NA
"RAB26",0.368741403362173,NA
"FXR1",0.64521135147315,NA
"RAB28",0.757910254049821,NA
"GLRA2",0.0499496508898025,NA
"GLRA1",0.442100561174462,NA
"DZIP1L",0.749911836504535,NA
"CALU",0.372321735753847,NA
"WDR78",0.623024669218313,NA
"FAR1",0.0056185634444526,NA
"ACTR1B",0.596566204393076,NA
"ACTR1A",0.279827921985185,NA
"FAR2",0.142260611931949,NA
"CHPF",0.0670752244497718,NA
"WDR75",0.521301721705608,NA
"TMEM100",0.413660252389079,NA
"WDR76",0.332212012027692,NA
"CD74",0.392131472522603,NA
"COL23A1",0.985489468061322,NA
"LINC00894",0.39160210904464,NA
"MCF2",0.737603643136421,NA
"PPP2R3C",0.0440095908777594,NA
"PPP2R3A",0.537596041797935,NA
"NQO2",0.935152441127688,NA
"CDO1",0.386857380118988,NA
"RIBC1",0.592588829160222,NA
"NQO1",0.656240844346152,NA
"PRPF8",0.798276068377596,NA
"APOC4.APOC2",0.665257955572019,NA
"SLC25A21.AS1",0.691890537771396,NA
"PRPF3",0.0676485505370251,NA
"PRPF4",0.53885996541487,NA
"PRPF6",0.940482466996193,NA
"CD72",0.119374699157014,NA
"COX7A2",0.378248239434939,NA
"C5orf48",0.285834201700065,NA
"CLEC1A",0.86019241783854,NA
"OR2K2",0.661090094333746,NA
"ZFP64",0.222653159143886,NA
"PIP4K2A",0.255462126124108,NA
"PIP4K2C",0.466925657262914,NA
"ZPBP2",0.394784794397396,NA
"NEMF",0.549662377676285,NA
"ARL14EP",0.851928243763485,NA
"RFFL",0.293243877397258,NA
"LEFTY2",0.00423393223460171,NA
"LOC728012",0.788681814185989,NA
"ARRDC4",0.184920749110865,NA
"PPP2R5A",0.270980365894127,NA
"ZWINT",0.810126188504958,NA
"RFC3",0.817554864343809,NA
"ARRDC2",0.0689532823621002,NA
"FAM120AOS",0.365182569335419,NA
"KIAA1009",0.593913269474902,NA
"RAB27A",0.512018139823415,NA
"RAB27B",0.659703130927667,NA
"ZIC2",0.273908001194569,NA
"KIAA0930",0.913104500568881,NA
"CSAD",0.192649209354253,NA
"RABGAP1L",0.175280822978644,NA
"C7orf55.LUC7L2",0.457599213792093,NA
"ELK3",0.158542322052554,NA
"NUP107",0.377473725807599,NA
"ELK1",0.853429639836211,NA
"C4orf22",0.881295646178423,NA
"LSAMP",0.430256596224842,NA
"PAK4",0.18145620002135,NA
"PAK6",0.487990256414567,NA
"LRIG3",0.776917500461467,NA
"STRADA",0.0509643430140826,NA
"STRADB",0.158259862930007,NA
"PAK3",0.607900884121911,NA
"FAM122A",0.574843002707132,NA
"FAM122B",0.779853902320838,NA
"FAM122C",0.606562417203221,NA
"SH3BP2",0.889610176807899,NA
"NSDHL",0.420252841049454,NA
"KCNG1",0.885073413083234,NA
"KCNG2",0.914623099157754,NA
"KCNG3",0.735438473398138,NA
"KCNG4",0.325102557739729,NA
"KRT19",0.485890959319373,NA
"CEP95",0.131649783389876,NA
"NEU2",0.419701112459498,NA
"CYP2D6",0.747735067711169,NA
"SUB1",0.887719404753379,NA
"RPRM",0.652095831791665,NA
"CALCRL",0.0458502369548635,NA
"MFSD2A",0.568334859872463,NA
"DEFB118",0.784632232987567,NA
"KRT18",0.937436396068108,NA
"LCN15",0.148073962640135,NA
"DMBT1",0.991598857823174,NA
"PRKG1",0.810126188504958,NA
"CBX1",0.180519736608759,NA
"TMEM255A",0.477542756338142,NA
"TRAF3IP3",0.77911911877447,NA
"TRAF3IP2",0.811610578969898,NA
"TNS1",0.336044482693402,NA
"TNS4",0.95572499639979,NA
"TMEM50B",0.842931317806029,NA
"CA3",0.313934905524798,NA
"ZBTB12",0.006296690416915,NA
"SPRR4",0.0940942648415612,NA
"COLEC11",0.919940612873498,NA
"SPRR3",0.18555589100005,NA
"PMEPA1",0.278976935951442,NA
"FASTKD5",0.0575470484613648,NA
"SLC7A1",0.703932085058019,NA
"CA2",0.136371368226084,NA
"CALML3",0.691184595721284,NA
"CD164L2",0.304823614862013,NA
"GLYCTK",0.125395215548535,NA
"DHX40",0.00354886410641799,NA
"CALML5",0.83395484565083,NA
"CALML4",0.516958627407331,NA
"SHISA4",0.276857178183914,NA
"TRIM8",0.311182899110931,NA
"PFN2",0.121202546095947,NA
"NUBP1",0.622033503365567,NA
"PFN4",0.990071450204853,NA
"CREM",0.294124003149226,NA
"TMEM215",0.958775625719309,NA
"COX10",0.0569207752517742,NA
"COX11",0.35116277994825,NA
"TRIM3",0.79532067054381,NA
"GAS2",0.152965279286101,NA
"ARPP21",0.327461295895557,NA
"TRIM4",0.661090094333746,NA
"TRIM7",0.206053130606096,NA
"COX17",0.555425302799222,NA
"TSN",0.849677157110855,NA
"PDGFRA",0.850427384116218,NA
"RGS19",0.599224521743885,NA
"ANKRD13B",0.0143040248192443,NA
"ANKRD13C",0.765204126283895,NA
"ANKRD13A",0.240956453377521,NA
"AIDA",0.603222028236997,NA
"UGT2A1",0.851177746554833,NA
"PDGFRL",0.550941035455521,NA
"TMSB10",0.0570455742213397,NA
"PPA2",0.286699301376548,NA
"PPA1",0.857185441998555,NA
"CGRRF1",0.979380929116709,NA
"TMEM150A",0.585987037398804,NA
"BET1",0.406587819989618,NA
"NUP62",0.401734066327851,NA
"MGC45800",0.757182038707666,NA
"ALCAM",0.255862419869499,NA
"TPM4",0.694009968791244,NA
"CSF1R",0.992362573528419,NA
"TPM2",0.915382515690582,NA
"TPM1",0.71604832585285,NA
"ETF1",0.101461253079625,NA
"FBXW9",0.152415888044203,NA
"CYB5D2",0.239041629970634,NA
"SIPA1",0.363158613747357,NA
"FOXB1",0.253069505310769,NA
"C22orf31",0.933630099782388,NA
"TAGLN",0.547111606099966,NA
"CA7",0.810126188504958,NA
"FBXW7",0.745560308469665,NA
"TGFBR3",0.69471697893302,NA
"TAX1BP1",0.0831711335887545,NA
"TGFBR1",0.538227817440993,NA
"ETFB",0.661784013011645,NA
"SH3RF2",0.834702076022098,NA
"SMNDC1",0.861696662095932,NA
"TPMT",0.624064039350989,NA
"SSX2IP",0.993126296231453,NA
"YKT6",0.701801600657333,NA
"PLSCR1",0.270563889240081,NA
"PCIF1",0.017149446083882,NA
"LRAT",0.613267869050075,NA
"TJP2",0.937436396068108,NA
"TJP1",0.419149809872424,NA
"RAB15",0.18145620002135,NA
"PPP1CA",0.812352934002847,NA
"NDUFA4L2",0.848927066201593,NA
"OR7A5",0.859440482035148,NA
"CLASRP",0.664562588889659,NA
"PPAT",0.832460835346091,NA
"IDH1.AS1",0.597894692017546,NA
"CCDC171",0.365689656820267,NA
"TUB",0.196601307774837,NA
"LYSMD2",0.0202207909334758,NA
"DCXR",0.236000285962905,NA
"KLHL12",0.443238207132733,NA
"AGRP",0.0659405697682606,NA
"NFYC",0.858688673682648,NA
"NFYB",0.694009968791244,NA
"CLGN",0.792368206684056,NA
"SMARCA1",0.366197183573484,NA
"SMARCA2",0.191019847341468,NA
"RABL5",0.674323729901243,NA
"MCOLN1",0.641780433482227,NA
"SMARCA5",0.753544206386242,NA
"FYB",0.375407678950004,NA
"PACRGL",0.988544078973865,NA
"OLAH",0.56218492788559,NA
"FYN",0.357128975972097,NA
"RAB1A",0.216186035703257,NA
"TOR1A",0.279827921985185,NA
"CPB2.AS1",0.897179417029657,NA
"CCT6A",0.753544206386242,NA
"NAGLU",0.741216882843215,NA
"CCT6B",0.455862221337652,NA
"OSTN",0.926402383394083,NA
"ASCL1",0.650716537613424,NA
"RUFY1",0.675722730309571,NA
"RUFY3",0.707488054370569,NA
"OSTC",0.28239145699421,NA
"FCGR2A",0.115562285393974,NA
"NLE1",0.148343218554582,NA
"LOC100129518",0.107595861229613,NA
"SKIL",0.758638684277399,NA
"CYTH1",0.273907976551865,NA
"CYTH3",0.735438473398138,NA
